,Date,Price
1105,25/09/2017,805.58
1106,22/09/2017,807.13
1107,21/09/2017,803.93
1108,20/09/2017,805.86
1109,19/09/2017,805.93
1110,18/09/2017,807.87
1111,15/09/2017,805.82
1112,14/09/2017,806.32
1113,13/09/2017,802.78
1114,12/09/2017,799.94
1115,11/09/2017,797.47
1116,08/09/2017,801.20
1117,07/09/2017,796.72
1118,06/09/2017,793.55
1119,05/09/2017,792.31
1120,01/09/2017,788.73
1121,31/08/2017,782.76
1122,30/08/2017,778.65
1123,29/08/2017,774.03
1124,28/08/2017,777.26
1125,25/08/2017,771.63
1126,24/08/2017,769.77
1127,23/08/2017,765.98
1128,22/08/2017,761.26
1129,21/08/2017,768.79
1130,18/08/2017,768.97
1131,17/08/2017,767.59
1132,16/08/2017,773.57
1133,15/08/2017,771.06
1134,14/08/2017,776.17
1135,11/08/2017,772.08
1136,10/08/2017,773.43
1137,09/08/2017,773.66
1138,08/08/2017,791.57
1139,07/08/2017,792.98
1140,04/08/2017,788.68
1141,03/08/2017,788.49
1142,02/08/2017,786.23
1143,01/08/2017,786.81
1144,31/07/2017,783.55
1145,28/07/2017,777.09
1146,27/07/2017,771.50
1147,26/07/2017,773.88
1148,25/07/2017,767.27
1149,24/07/2017,759.74
1150,21/07/2017,761.86
1151,20/07/2017,768.41
1152,19/07/2017,771.30
1153,18/07/2017,767.49
1154,17/07/2017,768.91
1155,14/07/2017,777.60
1156,13/07/2017,778.30
1157,12/07/2017,774.17
1158,11/07/2017,769.36
1159,10/07/2017,766.56
1160,07/07/2017,775.73
1161,06/07/2017,782.65
1162,05/07/2017,778.32
1163,04/07/2017,775.54
1164,03/07/2017,778.88
1165,30/06/2017,776.47
1166,29/06/2017,771.75
1167,28/06/2017,769.04
1168,27/06/2017,767.51
1169,26/06/2017,772.52
1170,23/06/2017,769.01
1171,22/06/2017,766.30
1172,21/06/2017,767.41
1173,20/06/2017,767.99
1174,19/06/2017,766.83
1175,16/06/2017,761.24
1176,15/06/2017,760.57
1177,14/06/2017,760.77
1178,13/06/2017,756.89
1179,12/06/2017,751.09
1180,09/06/2017,749.72
1181,08/06/2017,750.13
1182,07/06/2017,753.46
1183,06/06/2017,751.31
1184,05/06/2017,743.49
1185,02/06/2017,738.81
1186,01/06/2017,741.80
1187,31/05/2017,737.82
1188,30/05/2017,738.21
1189,29/05/2017,746.25
1190,26/05/2017,743.41
1191,25/05/2017,741.91
1192,24/05/2017,742.74
1193,23/05/2017,740.93
1194,22/05/2017,744.10
1195,19/05/2017,733.82
1196,18/05/2017,726.99
1197,17/05/2017,727.20
1198,16/05/2017,725.03
1199,15/05/2017,725.35
1200,12/05/2017,725.37
1201,11/05/2017,724.99
1202,10/05/2017,724.31
1203,09/05/2017,722.11
1204,08/05/2017,718.86
1205,05/05/2017,720.00
1206,04/05/2017,722.02
1207,03/05/2017,719.54
1208,28/04/2017,717.73
1209,27/04/2017,716.53
1210,26/04/2017,710.04
1211,25/04/2017,707.58
1212,24/04/2017,709.39
1213,21/04/2017,712.41
1214,20/04/2017,712.66
1215,19/04/2017,716.77
1216,18/04/2017,714.93
1217,17/04/2017,710.83
1218,14/04/2017,718.45
1219,13/04/2017,724.35
1220,12/04/2017,725.58
1221,11/04/2017,731.33
1222,10/04/2017,729.87
1223,07/04/2017,727.95
1224,05/04/2017,723.22
1225,04/04/2017,724.14
1226,03/04/2017,722.38
1227,31/03/2017,722.31
1228,30/03/2017,723.86
1229,29/03/2017,720.47
1230,28/03/2017,719.26
1231,27/03/2017,723.52
1232,24/03/2017,722.14
1233,23/03/2017,719.56
1234,22/03/2017,712.94
1235,21/03/2017,716.18
1236,20/03/2017,715.07
1237,17/03/2017,710.54
1238,16/03/2017,714.92
1239,15/03/2017,713.14
1240,14/03/2017,714.71
1241,13/03/2017,710.17
1242,10/03/2017,712.21
1243,09/03/2017,715.80
1244,08/03/2017,716.60
1245,07/03/2017,716.54
1246,06/03/2017,716.29
1247,03/03/2017,712.62
1248,02/03/2017,707.51
1249,01/03/2017,709.52
1250,28/02/2017,710.79
1251,27/02/2017,717.44
1252,24/02/2017,714.47
1253,23/02/2017,716.87
1254,22/02/2017,717.24
1255,21/02/2017,716.55
1256,20/02/2017,710.59
1257,17/02/2017,707.83
1258,16/02/2017,709.35
1259,15/02/2017,711.57
1260,14/02/2017,706.26
1261,13/02/2017,705.90
1262,10/02/2017,703.78
1263,09/02/2017,700.65
1264,08/02/2017,702.04
1265,07/02/2017,701.91
1266,06/02/2017,700.04
1267,03/02/2017,700.35
1268,02/02/2017,703.18
1269,25/01/2017,697.28
1270,24/01/2017,691.36
1271,23/01/2017,687.15
1272,20/01/2017,686.26
1273,19/01/2017,682.31
1274,18/01/2017,683.28
1275,17/01/2017,684.71
1276,16/01/2017,677.94
1277,13/01/2017,685.06
1278,12/01/2017,686.96
1279,11/01/2017,687.16
1280,10/01/2017,681.07
1281,09/01/2017,682.57
1282,06/01/2017,679.80
1283,05/01/2017,675.81
1284,04/01/2017,674.70
1285,03/01/2017,672.01
